Constantin Chiriţă,,,,,,,,,,,,,,
"Toţi se sculaseră o dată cu zorii, fără să-i trezească cineva, îşi împărţiră merindele cu cântarul infailibil al camaraderiei, apoi uneltele, şi abia apoi se strânseseră în jurul feţei de masă aşternută pe iarbă de gospodinele amuţite. În timpul mesei se stabilise programul emisiunilor T. F. F., absolut obligatoriu, cea mai severă lege a expediţiei. Despărţirea se oficiase chiar acolo, pe platou, cu glume şi încurajări, dar şi cu o umbră de tristeţe. Grupul Luciei luase imediat drumul muntelui, grupul lui Ionel se abătuse, pentru scurtă vreme, la o colibă de bârne asuprită de uitare şi ruină, de unde se aprovizionase cu câteva scânduri, cam şubrede, dar care ar fi putut folosi la confecţionarea plutei. Alte poveri, grele şi sâcâitoare, apăsau umerii încărcaţi ai visătorilor. Noroc că Ursu târa după el o cireada întreagă de bârne şi pari, legată ingenios cu funiile de rezervă. O altă cireadă, asemănătoare, însă mai săracă, se hurduca şi gemea în urma lui Victor. Abia când se opriseră în faţa găurii întunecoase, ascunsă de arbori şi bolovani, răsunară primele cuvinte, adică primele exclamaţii. Dar înainte de a sfredeli întunericul, se mai uitară odată în depărtări şi braţele lor fluturaseră un semn de dragoste şi durere unor mogâldeţe care n-aveau dreptul la primii fiori al visului.",,,,,,,,,,,,,,
"Grota îi întâmpină binevoitoare şi primele exclamaţii ale cutezătorilor fură exclamaţii de surpriză şi plăcere. Pătrunseseră înăuntru, printr-o crăpătură ca un triunghi de cărbune, încălziţi şi transpiraţi, şi se pomeniseră deodată învăluiţi în răcoare şi linişte, iar lumina era discretă şi odihnitoare. Dar senzaţia de plăcere nu dură multă vreme. După prima recunoaştere, un amestec de dezamăgire şi deziluzie încerca să pună stăpânire pe ei. Antreul peşterii, camera de primire, era foarte sărac: o scobitură fără asperităţi, fără cotloane, fără podoabele de calcar pe care şi le imaginaseră, fără urme şi semne care să-i poarte cu fantezia în noaptea timpurilor. O scobitură oarecare, cu boltă joasă, îngustându-se spre fund. Înaintară cu prudenţă spre întuneric şi chiar după primii paşi avură senzaţia că sunt înghesuiţi şi ameninţaţi cu strivirea. Bezna se îngroşa, iar fundul peşterii se îndepărta trans-formându-se într-un tunel din ce în ce mai îngust şi mai scund.",,,,,,,,,,,,,,
"În sfârşit, Ionel dădu semnalul pe care-l aşteptau toţi: lumină! Fiat lux! Cum îl corectă Maria. Patru lanterne puternice îşi împreunară razele într-un mănunchi orbitor. Tunelul în care intraseră era destul de larg şi de primitor şi mult mai generos decât antreul din urma lor. Pereţii lui erau umezi, tavanul avea crăpături profunde, iar mai departe se zăreau ieşituri, văgăuni şi bolovani răzleţi.",,,,,,,,,,,,,,
"Cel mai fericit era Tic. Parcă intrase într-o împărăţie a minunilor. Nici nu mai voia să ştie de ceilalţi. Uneori rămânea în urma lor, alteori o lua înainte, şi îşi plimba lanterna peste tot. Căuta şi cerceta totul: firide, scobituri, crăpături, gropi, orice spaţiu mai ciudat care putea fi un adăpost sau un ascunziş pentru cutia fermecată. Într-un cotlonaş cam zurliu la început, dar imediat cuminţindu-se şi oprindu-se în barajul muntelui, Tic zări câteva pietre, câteva pietricele, care pe lângă bolovanii uriaşi de până atunci păreau nepoftite în peşteră. Le ridică de jos, le cântări, apoi strigă:",,,,,,,,,,,,,,
— Ionel! Stai! Am găsit ceva…,,,,,,,,,,,,,,
"Prichindelul rămăsese în urmă şi Ionel îl aşteptă câteva clipe, destul de nerăbdător, dar când zări pietrele din mâna lui, îl pufni râsul.",,,,,,,,,,,,,,
"— Pietre obişnuite, nătărăule… Le găseşti în orice curte. Nici o scofală…",,,,,,,,,,,,,,
"Cam împotriva inimii, prichindelul aruncă pietrele, dar nu-i trecu nici o clipă prin minte să renunţe la căutări. O luase înaintea tuturor, iscodind cu botul curios al lanternei pereţii tunelului. Ţângulică i se strecura printre picioare numai când nu trebuia şi asta îl cam necăjea pe ciufulici, dar nu într-atâta încât să uite cu câtă iscusinţă îşi îndeplinise rolul de cârmaci în ajun. Îl apostrofă de câteva ori, chemându-l cu numele de momente rele şi astfel căţelul acceptă rolul de trenă. Lângă un bolovan ca un cub găsi câteva pietre şi chiar se gândi să transforme una dintre ele în piesă de colecţie, dar amin-tindu-şi dispreţul lui Ionel şi gândindu-se că ar putea fi iarăşi batjocorit, renunţă, deşi cu inima îndoită. Îşi puse în cap să nu mai caute altceva decât ascunzişuri… Dar nu-şi termină gândul pentru că îl înţepeni vocea lui Ionel:",,,,,,,,,,,,,,
— Staţi! Victor! Vino repede! Uitaţi-vă şi voi! Pun mâna-n foc că-s rămăşiţe de granit paleozoic…,,,,,,,,,,,,,,
"Ionel avea în mână chiar piatra pe care era s-o ia Tic. Amărât nevoie mare, puştiul se oţărî la el:",,,,,,,,,,,,,,
— Ei şi! Mare scofală! De când le-am văzut eu! Dacă nu dădeam cu piciorul în ele nici tu nu le găseai!,,,,,,,,,,,,,,
"— Mai bine puneai mâna, îl repezi Ionel. Tu ştii, mă găgăuţă, ce vârstă au pietrele astea?… Cam o mie două sute de milioane de ani…",,,,,,,,,,,,,,
"— Ş-ale mele, alea pe care le-ai aruncat?… Ce, ălea n-aveau măcar vreo nouă sute de milioane? Lasă…",,,,,,,,,,,,,,
"Victor îi linişti pe toţi anunţându-i că nu mai este mult până la intrarea primului salon, bineînţeles dacă peştera nu se răzvrătise împotriva hărţii.",,,,,,,,,,,,,,
"Din fericire peştera fusese cuminte. După numai câteva minute, tinerii pătrunseră într-o încăpere largă, ca o sală de bal, luminată straniu de razele care se furişau iscusit prin nişte crăpături subţiri ca firul de aţă. Când lanternele incendiară cu lumina lor unită salonul, exclamaţii uluite îi salutară splendorile generoase. Zeci de ţurţuri albicioşi se spânzuraseră de cupola neagră, iar în mijloc, stalactitele şi stalagmitele aproape că-şi atingeau vârfurile. Şi mai erau ciorchini de marmură lipiţi de vreun perete, şi firide tainice, şi statui ciudate, şi coliere suspendate, şi stânci singulare ca nişte vârfuri de săgeţi, şi alte forme, şi reliefuri bizare, şi mereu spaţii negre, ca nişte stele ale întunericului, nenumărate podoabe cioplite şi finisate şi şlefuite de sute de milioane de ani meşteri. Tinerii se înfruptau din ele cu priviri şi fantezii flămânde, şi exclamaţiile erau şoptite, sau tăcute pe buze fierbinţi. Iar Tic, refugiat în spaţiul anilor lui, înţelese, în sfârşit, cât de înţelept fusese acel care alesese peştera drept ascunziş al cutiei fermecate. Iar Maria, fascinată, se străduia să-şi amintească visele ei pentru a le compara cu miracolele care-o înconjurau.",,,,,,,,,,,,,,
"Parcă simţind-o cum arde şi tremură în visele ei, Ionel încercă s-o trezească:",,,,,,,,,,,,,,
"— Şi totuşi, de la spaţiu la relief, toate podoabele de aici se datorează apei şi bioxidului de carbon care transfor…",,,,,,,,,,,,,,
Maria îi fixă raza lanternei drept în ochi:,,,,,,,,,,,,,,
"— Care transformă calcarul în bicarbonat de calciu, ţipă ea. Ştiu, domnule mare savant. Dacă ai reduce şi fiinţa ta nesuferită la elementele de bază: hidrogen, oxigen, fosfor, carbon, calciu, etcetera, etcetera… N-ai mai fi în stare să faci observaţii ştiinţifice şi nici n-ai mai simţi regrete că te-ai legat de mine…",,,,,,,,,,,,,,
"Faţa peşterii spusese totul într-o suflare. Ionel nici nu avu timp să deschidă gura, mai ales că lanterna duşmană îi ardea toată faţa. Dar erau numai ei doi în locul acela. Victor şi Tic ajunseseră la capătul salonului, urmaţi de un Ţombi cam neliniştit.",,,,,,,,,,,,,,
— Atenţiune! Ajunse vocea lui Victor la urechile celor doi. Am dat de apă!,,,,,,,,,,,,,,
"Vestea era prea gravă pentru a nu anula într-o clipită pornirile de ceartă. De fapt, Victor încă nu dăduse de apă, dar simţea umezeala în aer, şi parcă auzea şi un clipocit în apropiere, şi mai era şi harta din mâna lui care indica la capătul primului salon existenţa unui lac subteran. Din prevedere îl apucă pe Tic de mână, dar prichindelul crezând că e un gest de mângâiere, răspunse prompt lipindu-se de el. Aşa îi găsi Maria şi Ionel. Şi tuspatru înaintară cu prudenţă exagerată, încet, cu paşi de plumb, dar nu numai prudenţa îi obliga la acest mers chinuitor, ci şi poverile care parcă se îngreuiaseră şi care erau mai greu de strecurat printre atâtea şi atâtea obstacole. Se opriră la marginea lacului. Malul celălalt nu se vedea. Numai apă, apă de cristal, ca o oglindă, spartă uneori de picurii care se prăvăleau invidioşi din întuneric.",,,,,,,,,,,,,,
"Victor aruncă sfoara cu plumb, şi ghemul începu să se desfăşoare mereu, mereu, până ce rămase un mosor gol în mâna lui. Şi tot nu atinsese fundul!",,,,,,,,,,,,,,
— Foarte adânc! Spuse el. Probabil o prăpastie umplută cu apă. Păcat că nu ştim şi cât de lat este…,,,,,,,,,,,,,,
— Brrrrr! Făcu Tic după ce-şi plimbă o clipă degetele prin apa lacului. Rece ca gheaţa! Nu l-aş trece înot…,,,,,,,,,,,,,,
"— Nici nu-i nevoie, Ticuşor, îl linişti Victor. Îl vom trece cu pluta. Numai că mai întâi trebuie s-o facem, şi, şi mai întâi trebuie să aducem materialele din antreu. Tot cu cireada…",,,,,,,,,,,,,,
"— Dar şi, şi mai întâi, interveni Ionel, n-ar fi cazul să căutăm o cale de trecere terestră?",,,,,,,,,,,,,,
"Victor făcu un semn de neputinţă cu mâna, dar lanternele se împreunară iarăşi spărgând pe spaţii mari întunericul. Pretutindeni: apă, apă, numai apă.",,,,,,,,,,,,,,
— Da… Recunoscu Ionel. E cazul şi timpul să ne ocupăm de plută…,,,,,,,,,,,,,,
"Cireada de bârne şi scânduri adusă destul de repede de Victor şi Ionel fu depozitată la marginea lacului, în dreptul unei crăpături piezişe prin care pătrundea o fâşie timidă de lumină solară. Locul se transformă imediat în şantier. Cele mai groase bârne se întâlniră într-un patrulater închegat solid cu câteva scoabe. Alte bârne, mai subţiri, fură fixate, paralel, în interiorul patrulaterului, iar deasupra scheletului, prins cu atâta străşnicie în cuie şi scoabe că nici măcar nu scârţâia, se aşezară scândurile fostei colibe, bătute şi ele zdravăn în cuie şi legate, pentru mai multă siguranţă, cu sârmă şi funii. Estetica plutei cam lăsa de dorit, dar rezistenţa ei nu dădea nimănui dureri de cap.",,,,,,,,,,,,,,
— Cam rudimentară… Spuse Victor. Dar în lipsă de altceva… Să sperăm că e destul de solidă…,,,,,,,,,,,,,,
"— Oare ne ţine? Se înfiora Maria. Cum făceai tu, Ticu-şorule? Brrrrr! Încăpem toţi pe ea?",,,,,,,,,,,,,,
"— Brrrrr! Răspunse Victor în acelaşi stil. Cum poate să-ţi treacă prin cap aşa ceva?… Cred că ne-am prăbuşi înainte de-a ajunge în apă. E o plută de tranzit, un fel de bac, pentru o singură persoană. La mare nevoie ar încăpea şi două… Vom trece pe rând şi vom trage pluta înapoi cu frânghia.",,,,,,,,,,,,,,
"Imediat ce termină de vorbit, Victor scoase din rucsac doi colaci de frânghie pe care-l legă de bârnele cele mai groase: fiecare la alt capăt al plutei. Unul urma să rămână pe mal, celălalt călătorea cu pluta până la ţărmul nevăzut al lacului. Apoi pluta se transforma într-un bac original. Frânghia o trăgea sau înainte, sau înapoi, după nevoie. Sistemul descoperit de Victor era în acelaşi timp: simplu şi sigur. Numai primul călător, cel care urma să ducă funia pe malul celălalt, trebuia să înfrunte riscurile unei traversări neobişnuite şi nesigure.",,,,,,,,,,,,,,
— Gata! Anunţă Victor după ce controlă încă o dată nodurile celor două frânghii.,,,,,,,,,,,,,,
"Chiar în clipa aceea, Ionel descoperi într-o firidă câteva pietre curioase:",,,,,,,,,,,,,,
— Oare nu sunt urme de granit arhaic? Se întrebă el emoţionat şi iscoditor.,,,,,,,,,,,,,,
"— Mi se pare că. E tot piatra aia paleozoică, în care am dat cu piciorul, spuse Tic, care apăruse ca prin farmec ţângă el.",,,,,,,,,,,,,,
— Ionel! Strigă Maria. Începem trecerea.,,,,,,,,,,,,,,
— Imediat! Răspunse Ionel. Să văd numai dacă n-am dat marea lovitură. Voi puteţi să treceţi…,,,,,,,,,,,,,,
"— Ba nu! Tu trebuie să treci primul! Aşa se cuvine! Hai, că te aşteptăm!",,,,,,,,,,,,,,
"Dar Victor se şi afla pe plută şi pluta se afla pe apă. Cum îl văzu, Ionel lăsă baltă granitul lui şi veni la plută:",,,,,,,,,,,,,,
"— Stai, Victor! Lasă-mă pe mine! N-ai voie să…",,,,,,,,,,,,,,
— Atenţie! Strigă Victor. Prindeţi funia şi luminaţi drumul. Şi aveţi grijă de Tic…,,,,,,,,,,,,,,
"Folosind o scândură lată drept vâslă, Victor începu traversarea lacului. După câţiva metri numai, îndreptând raza lanternei sale în faţă, zări malul celălalt. Vâsli şi mai energic şi acostă fără nici o greutate. Malul nou părea mai primitor decât cel pe care-l părăsise. După ce debarcă, luând cu el colacul de frânghie încă nedesfăşurat, îşi anunţă prietenii:",,,,,,,,,,,,,,
"— Gata! Am ajuns şi văd lumina lanternelor voastre. Totul e în ordine aici… Acum trageţi de funie, trageţi pluta! Trimiteţi mai întâi bagajele şi căţelul… Gata?",,,,,,,,,,,,,,
"De pe malul celălalt i se răspunse afirmativ şi sistemul intră imediat în funcţiune. Ionel şi Maria traseră de funia lor, aducând pluta acolo, în timp ce colacul lui Victor se desfăşura domol.",,,,,,,,,,,,,,
"Toate bagajele fură încărcate la iuţeală, şi, deasupra lor, Tic îl puse pe Ţombi, ca o santinelă, dar Ţângulică se împotrivi teribil despărţirii inutile. Sări de pe plută drept la picioarele stăpânului ingrat, care însă înţelegându-l şi accep-tându-i pentru prima dată nesupunerea îl transformă iarăşi în Ţombi. E adevărat că şmecherul cu buline pe ureche avu grijă să-şi dea obolul de linguşire lipindu-şi şi frecându-şi blana caldă de gambele reci ale prichindelului.",,,,,,,,,,,,,,
"Ionel anunţă semnalul convenit şi, de pe malul celălalt, Victor începu să tragă de frânghie. După trecerea b, agajelor veni rândul pasagerilor: Maria, apoi Tic şi Ţombi, şi la urmă Ionel. Conducătorul expediţiei îşi puse imediat rucsacul în spate pentru a-i îndemna şi pe ceilalţi la drum:",,,,,,,,,,,,,,
— Mi se pare că suntem înântârziere…,,,,,,,,,,,,,,
— Plecăm imediat… Îi răspunse Victor. Dar nu mai este nevoie să cari rucsacul. Avem un cărăuş grozav.,,,,,,,,,,,,,,
"Ionel îl privi, o dată cu ceilalţi, foarte mirat:",,,,,,,,,,,,,,
— Adică?,,,,,,,,,,,,,,
— Pluta! Cel mai neobosit cărăuş!,,,,,,,,,,,,,,
"Într-adevăr, din lac pornea prin tunel un pârâiaş subteran destul de lat şi de adânc pentru ca pluta să poată naviga nestingherită. În câteva clipe, ca într-o întrecere, toate bagajele poposiră pe plută.",,,,,,,,,,,,,,
— O vom trage cu funia! Spuse Ionel.,,,,,,,,,,,,,,
"— Nu trebuie s-o tragem, îl corija Victor. Trebuie s-o ţinem. Pârâiaşul nu se varsă în lac, izvorăşte din lac. Curge la vale şi nu e deloc nărăvaş.",,,,,,,,,,,,,,
— Perfect! Spuse Ionel. Vom ţine funia cu rândul.,,,,,,,,,,,,,,
"Cireşarii porniră în aval cu alte puteri în trupuri, parcă şi cu altă dispoziţie. Ideea lui Victor îi descotorosise de toate poverile şi de multe griji. Parcă niciodată nu se simţiseră mai sprinteni, mai veseli, mai senini, deşi se aflau în inima muntelui, despărţit de lumea luminii şi culorilor prin zeci de milioane de tone de piatră.",,,,,,,,,,,,,,
Victor ţinea funia de care era legată pluta. Dar pârâiaşul curgea cuminte şi nu-i stingherea deloc mişcările.,,,,,,,,,,,,,,
"— Mai avem de trecut un lac mai mărişor… Spuse Victor, uitându-se pe hartă. Apoi câteva saloane. Acuş ajungem la punctul terminus. Cred că până la prânz…",,,,,,,,,,,,,,
— Victor! Îl întrerupse de undeva din întuneric Maria. Unde s-a găsit scheletul mastodontului?,,,,,,,,,,,,,,
"Dar nu-i răspunse Victor, ci Ionel care de asemenea cerceta harta:",,,,,,,,,,,,,,
"— În primul salon în care vom intra. Un salonaş, mai degrabă, dacă ar fi să ne luăm după hartă.",,,,,,,,,,,,,,
"Tic, care până atunci rămăsese în urmă, se strecură ca o fantomă pe lângă Victor şi Ionel, o întrecu şi pe Maria, dar nu şi pe Ţombi care provocase toată această schimbare de poziţii.",,,,,,,,,,,,,,
"— Stai, Tic! Încercă Victor să-l oprească. Atenţie! Auzi? E o scobitură în dreapta!",,,,,,,,,,,,,,
"— Tic! Ţipă Maria. Înapoi, măgarule!",,,,,,,,,,,,,,
— Uraaaa! Se auzi răspunsul celui insultat. Alarmă! Alarmă bună! Veniţi toţi aici! Uraaa! Am găsit un os de mastodont!,,,,,,,,,,,,,,
"Tustrei cei chemaţi alergară spre aureola pe care o lansa lanterna lui Tic… Şi-l găsiră pe norocosul prichindel instalat comod pe o platformă de grohotiş chiar în locul unde harta indica o scobitură primejdioasă. În mâna lui se afla un oscior care aproape îi fu smuls de către Maria. Cercetarea osului nu ţinu prea mult. Ionel şi Victor îl priviră neputincioşi, dar Maria îi veni repede de hac:",,,,,,,,,,,,,,
"— Chiar tu l-ai descoperit, Ticuşor?",,,,,,,,,,,,,,
— Aproape eu… Răspunse ciufuliciul.,,,,,,,,,,,,,,
"— Hmmm… Îl ameninţă Maria. Să ştii, Ticuşor, că mastodontul tău s-a transformat de-a lungul erelor în viţel.",,,,,,,,,,,,,,
— În viţel?! Nu se poate! În elefant!,,,,,,,,,,,,,,
"— Nu, Ticuşor… Chiar în viţel. E un antricot de viţel, foarte veritabil.",,,,,,,,,,,,,,
"— Ce să caute viţeii aici? O înfruntă prichindelul. Poate e de la un pui de mastodont, se rugă el.",,,,,,,,,,,,,,
